user_id,date,chunkiduser,moisture_cheek,moisture_forearm,moisture_forehead,shininess_cheek,shininess_forehead,evenness_cheek,evenness_forearm,evenness_red_cheek,evenness_red_forearm,evenness_red_forehead,ita_cheek,ita_forearm,ita_forehead,melanin_cheek,melanin_forearm,melanin_forehead,vessels_den_cheek,vessels_den_forearm,vessels_den_forehead,skin_texture_cheek,skin_texture_forearm,skin_texture_forehead,fine_lines_cheek,fine_lines_forearm,fine_lines_forehead,deep_lines_forehead,cheek_age_dif,forearm_age_dif,forehead_age_dif,G_porph_L_MEAN_cheek,G_porph_L_MEAN_forehead,G_porph_NUMBER_cheek,G_porph_NUMBER_forehead,R_porph_L_MEAN_cheek,R_porph_L_MEAN_forehead,R_porph_NUMBER_cheek,R_porph_NUMBER_forehead,Y_porph_L_MEAN_cheek,Y_porph_L_MEAN_forehead,Y_porph_NUMBER_cheek,Y_porph_NUMBER_forehead,redness_cheek,redness_forearm,redness_forehead
3574,2022-04-21,chunk2,100.0,100.0,100.0,50.0,44.0,33.0,33.0,91.0,56.0,67.0,-10.0,-12.0,-22.0,60.0,54.0,69.0,2.0,1.0,1.0,39.0,22.0,100.0,0.0,23.0,1.0,3.0,-9.0,-7.0,-10.0,21.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,37.0,84.0
3574,2022-04-22,chunk2,99.0,100.0,100.0,29.0,48.0,31.0,39.0,88.0,57.0,73.0,-14.0,-11.0,-26.0,63.0,53.0,67.0,2.0,1.0,0.0,39.0,29.0,100.0,0.0,17.0,2.0,5.0,-15.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,36.0,80.0
3574,2022-04-26,chunk2,100.0,100.0,100.0,41.0,53.0,22.0,21.0,95.0,56.0,64.0,-12.0,-9.0,-25.0,65.0,62.0,61.0,2.0,0.0,1.0,43.0,34.0,100.0,0.0,17.0,0.0,0.0,-10.0,-2.0,-8.0,20.0,12.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,83.0
3574,2022-05-01,chunk2,100.0,100.0,100.0,45.0,46.0,27.0,32.0,93.0,55.0,72.0,-10.0,-13.0,-19.0,60.0,57.0,80.0,1.0,1.0,0.0,42.0,24.0,100.0,0.0,17.0,1.0,0.0,-19.0,-1.0,-3.0,22.0,13.0,1.0,26.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,59.0,40.0,73.0
3574,2022-05-02,chunk2,100.0,94.0,100.0,42.0,52.0,37.0,42.0,94.0,61.0,73.0,-9.0,-11.0,-20.0,59.0,53.0,76.0,1.0,1.0,0.0,33.0,31.0,100.0,0.0,11.0,3.0,10.0,-18.0,0.0,-6.0,0.0,13.0,0.0,11.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,35.0,69.0
3574,2022-05-22,chunk2,100.0,100.0,100.0,53.0,58.0,34.0,32.0,94.0,53.0,64.0,-13.0,-12.0,-26.0,70.0,64.0,67.0,1.0,1.0,1.0,44.0,25.0,100.0,0.0,16.0,0.0,7.0,-20.0,-6.0,-7.0,20.0,13.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,41.0,94.0
3574,2022-05-26,chunk2,100.0,100.0,100.0,28.0,55.0,33.0,34.0,91.0,53.0,68.0,-11.0,-14.0,-24.0,66.0,54.0,67.0,3.0,1.0,1.0,47.0,31.0,98.0,0.0,14.0,1.0,13.0,-22.0,2.0,-10.0,20.0,13.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,37.0,81.0
3574,2022-05-30,chunk2,100.0,100.0,100.0,38.0,42.0,23.0,29.0,97.0,52.0,71.0,-11.0,-13.0,-20.0,66.0,54.0,79.0,1.0,1.0,0.0,42.0,24.0,100.0,0.0,13.0,0.0,1.0,-11.0,-1.0,-13.0,17.0,12.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,76.0
3574,2022-06-02,chunk2,100.0,100.0,100.0,27.0,47.0,47.0,37.0,92.0,53.0,65.0,-9.0,-14.0,-22.0,52.0,55.0,67.0,3.0,1.0,0.0,43.0,23.0,87.0,0.0,19.0,3.0,1.0,-22.0,-6.0,-6.0,20.0,13.0,5.0,31.0,0.0,12.0,0.0,11.0,0.0,12.0,0.0,4.0,49.0,36.0,86.0
3574,2022-06-15,chunk2,100.0,100.0,100.0,45.0,60.0,23.0,34.0,90.0,56.0,67.0,-12.0,-13.0,-26.0,59.0,60.0,64.0,4.0,0.0,1.0,39.0,30.0,100.0,0.0,15.0,4.0,6.0,-12.0,1.0,-3.0,21.0,13.0,2.0,35.0,0.0,13.0,0.0,4.0,0.0,13.0,0.0,4.0,65.0,38.0,83.0
3574,2022-06-17,chunk2,100.0,100.0,100.0,43.0,51.0,29.0,29.0,93.0,52.0,66.0,-9.0,-12.0,-23.0,65.0,60.0,66.0,2.0,0.0,0.0,49.0,4.0,90.0,0.0,23.0,3.0,15.0,-18.0,-19.0,-10.0,19.0,12.0,3.0,9.0,0.0,11.0,0.0,4.0,0.0,11.0,0.0,4.0,57.0,51.0,85.0
3574,2023-07-31,chunk4,91.0,82.0,100.0,35.0,59.0,31.0,24.0,90.0,51.0,60.0,-8.0,-8.0,-17.0,74.0,75.0,75.0,2.0,1.0,2.0,37.0,41.0,100.0,0.0,15.0,0.0,1.0,0.0,3.0,-11.0,16.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,47.0,83.0
3574,2023-08-07,chunk4,63.0,69.0,69.0,41.0,45.0,40.0,42.0,90.0,51.0,65.0,-5.0,-7.0,-15.0,73.0,74.0,77.0,3.0,2.0,2.0,40.0,37.0,100.0,0.0,20.0,0.0,1.0,-4.0,-3.0,-10.0,16.0,11.0,2.0,9.0,8.0,11.0,1.0,3.0,0.0,11.0,0.0,1.0,59.0,51.0,73.0
3574,2023-08-09,chunk4,66.0,61.0,80.0,38.0,47.0,33.0,35.0,95.0,58.0,69.0,-5.0,-5.0,-16.0,71.0,73.0,86.0,3.0,1.0,0.0,35.0,38.0,77.0,0.0,15.0,4.0,19.0,-6.0,-1.0,-11.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0,77.0
3574,2023-08-20,chunk4,90.0,92.0,100.0,37.0,66.0,21.0,31.0,87.0,56.0,71.0,-8.0,-7.0,-12.0,74.0,73.0,80.0,5.0,1.0,2.0,44.0,29.0,100.0,0.0,20.0,0.0,2.0,-5.0,-4.0,-13.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,41.0,57.0
3574,2023-09-10,chunk4,91.0,92.0,100.0,29.0,43.0,24.0,26.0,95.0,55.0,72.0,-8.0,-8.0,-15.0,71.0,74.0,85.0,3.0,1.0,0.0,33.0,35.0,100.0,0.0,18.0,2.0,15.0,1.0,-2.0,-12.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,37.0,71.0
3574,2023-09-16,chunk4,58.0,69.0,66.0,41.0,37.0,23.0,28.0,95.0,58.0,71.0,-7.0,-6.0,-13.0,80.0,70.0,85.0,2.0,1.0,1.0,35.0,34.0,60.0,0.0,15.0,0.0,14.0,-2.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,45.0,66.0
3574,2023-09-23,chunk4,86.0,97.0,100.0,34.0,49.0,22.0,23.0,94.0,53.0,68.0,-8.0,-9.0,-12.0,77.0,73.0,80.0,1.0,0.0,2.0,40.0,31.0,100.0,0.0,22.0,2.0,5.0,-5.0,-8.0,-21.0,16.0,9.0,1.0,7.0,0.0,8.0,0.0,2.0,0.0,9.0,0.0,1.0,67.0,40.0,67.0
3574,2023-10-03,chunk4,94.0,96.0,97.0,37.0,54.0,19.0,27.0,90.0,56.0,69.0,-8.0,-9.0,-17.0,77.0,73.0,88.0,3.0,1.0,0.0,44.0,29.0,99.0,0.0,22.0,1.0,0.0,-3.0,-2.0,-11.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,41.0,73.0
3574,2023-10-06,chunk4,83.0,99.0,95.0,40.0,48.0,27.0,53.0,90.0,57.0,70.0,-9.0,-7.0,-19.0,75.0,72.0,88.0,1.0,0.0,0.0,44.0,24.0,100.0,0.0,23.0,1.0,2.0,0.0,-10.0,-3.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,43.0,83.0
3574,2023-10-07,chunk4,81.0,83.0,79.0,24.0,30.0,21.0,22.0,89.0,52.0,67.0,-9.0,-8.0,-15.0,69.0,72.0,77.0,2.0,1.0,1.0,39.0,30.0,100.0,0.0,21.0,2.0,8.0,-6.0,-5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,45.0,73.0
3574,2023-10-25,chunk4,76.0,81.0,80.0,43.0,49.0,39.0,23.0,87.0,52.0,73.0,-9.0,-8.0,-13.0,74.0,67.0,90.0,3.0,1.0,0.0,35.0,33.0,100.0,0.0,22.0,2.0,8.0,-3.0,-2.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,50.0,64.0
3574,2023-10-28,chunk4,73.0,91.0,100.0,42.0,47.0,26.0,24.0,86.0,54.0,61.0,-10.0,-8.0,-16.0,72.0,75.0,74.0,3.0,0.0,2.0,40.0,43.0,61.0,0.0,7.0,1.0,13.0,5.0,-1.0,-3.0,14.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,36.0,82.0
3574,2023-11-29,chunk4,60.0,45.0,43.0,36.0,42.0,33.0,25.0,98.0,51.0,76.0,-5.0,-8.0,-8.0,78.0,69.0,84.0,2.0,2.0,2.0,32.0,41.0,100.0,0.0,10.0,4.0,8.0,-16.0,-4.0,-4.0,0.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.0,57.0
3574,2023-12-06,chunk4,86.0,74.0,76.0,32.0,47.0,21.0,25.0,94.0,57.0,74.0,-8.0,-7.0,-11.0,79.0,70.0,82.0,2.0,1.0,1.0,35.0,34.0,100.0,0.0,18.0,2.0,10.0,0.0,-3.0,-26.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,39.0,64.0
3574,2023-12-07,chunk4,59.0,55.0,43.0,31.0,40.0,22.0,26.0,95.0,55.0,77.0,-7.0,-9.0,-11.0,76.0,70.0,82.0,2.0,1.0,1.0,40.0,38.0,94.0,0.0,10.0,0.0,11.0,-5.0,4.0,-6.0,13.0,12.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,45.0,55.0
3574,2023-12-17,chunk4,74.0,77.0,75.0,34.0,39.0,30.0,43.0,93.0,56.0,68.0,-9.0,-7.0,-16.0,72.0,68.0,84.0,2.0,1.0,0.0,38.0,33.0,100.0,0.0,2.0,2.0,6.0,-1.0,-2.0,1.0,17.0,12.0,2.0,32.0,0.0,12.0,0.0,5.0,0.0,12.0,0.0,2.0,64.0,31.0,80.0
3574,2023-12-22,chunk4,25.0,40.0,34.0,26.0,42.0,54.0,28.0,98.0,65.0,78.0,-0.0,-4.0,-10.0,76.0,73.0,89.0,1.0,0.0,1.0,34.0,23.0,100.0,0.0,2.0,4.0,9.0,-1.0,-15.0,-6.0,18.0,12.0,2.0,21.0,0.0,11.0,0.0,2.0,0.0,11.0,0.0,2.0,43.0,43.0,59.0
3574,2023-12-29,chunk4,29.0,22.0,37.0,35.0,54.0,25.0,26.0,91.0,61.0,67.0,-10.0,-5.0,-15.0,77.0,65.0,84.0,2.0,1.0,1.0,29.0,43.0,100.0,0.0,17.0,1.0,10.0,-9.0,-2.0,-4.0,17.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,38.0,77.0
3645,2020-10-16,chunk1,100.0,68.0,91.0,77.0,42.0,72.0,47.0,83.0,54.0,44.0,4.0,-3.0,-5.0,53.0,62.0,70.0,6.0,2.0,6.0,41.0,18.0,25.0,0.0,18.0,0.0,0.0,2.0,3.0,6.0,0.0,17.0,0.0,19.0,0.0,18.0,0.0,31.0,0.0,17.0,0.0,4.0,62.0,63.0,78.0
3645,2020-10-23,chunk1,87.0,87.0,69.0,28.0,46.0,66.0,66.0,81.0,64.0,53.0,13.0,2.0,-8.0,46.0,59.0,95.0,4.0,3.0,1.0,26.0,22.0,23.0,0.0,0.0,4.0,0.0,-1.0,6.0,6.0,17.0,15.0,5.0,13.0,11.0,14.0,1.0,6.0,0.0,13.0,0.0,2.0,49.0,55.0,85.0
3645,2020-11-10,chunk1,18.0,56.0,38.0,23.0,40.0,72.0,70.0,71.0,70.0,46.0,11.0,7.0,-9.0,44.0,54.0,84.0,7.0,2.0,5.0,23.0,24.0,48.0,0.0,4.0,1.0,0.0,-2.0,1.0,18.0,18.0,14.0,6.0,60.0,0.0,13.0,0.0,10.0,0.0,15.0,0.0,3.0,60.0,48.0,91.0
3645,2020-11-11,chunk1,32.0,39.0,17.0,47.0,46.0,65.0,80.0,72.0,68.0,43.0,9.0,6.0,-10.0,48.0,55.0,91.0,6.0,2.0,2.0,29.0,19.0,44.0,0.0,6.0,0.0,2.0,-6.0,10.0,19.0,18.0,14.0,4.0,31.0,16.0,13.0,2.0,7.0,0.0,14.0,0.0,4.0,60.0,44.0,94.0
3721,2021-06-22,chunk2,76.0,78.0,83.0,51.0,73.0,63.0,27.0,77.0,93.0,79.0,25.0,30.0,15.0,27.0,28.0,43.0,9.0,0.0,3.0,27.0,22.0,0.0,0.0,7.0,4.0,1.0,-2.0,11.0,9.0,20.0,18.0,12.0,48.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,3.0,35.0
3721,2021-06-30,chunk2,76.0,87.0,100.0,59.0,80.0,62.0,48.0,83.0,91.0,76.0,23.0,25.0,7.0,30.0,31.0,46.0,8.0,0.0,3.0,29.0,24.0,15.0,0.0,6.0,1.0,2.0,-8.0,12.0,-5.0,21.0,19.0,25.0,67.0,0.0,17.0,0.0,10.0,0.0,18.0,0.0,5.0,33.0,11.0,40.0
3723,2022-06-11,chunk2,35.0,49.0,43.0,15.0,48.0,20.0,50.0,82.0,86.0,77.0,16.0,15.0,8.0,40.0,49.0,58.0,7.0,4.0,7.0,29.0,2.0,65.0,0.0,21.0,2.0,6.0,-5.0,-7.0,-5.0,21.0,16.0,2.0,49.0,0.0,15.0,0.0,8.0,0.0,15.0,0.0,2.0,46.0,36.0,55.0
3723,2022-06-12,chunk2,60.0,67.0,66.0,37.0,65.0,27.0,44.0,86.0,87.0,75.0,18.0,11.0,6.0,46.0,58.0,78.0,3.0,1.0,4.0,29.0,3.0,46.0,0.0,3.0,6.0,18.0,1.0,-7.0,0.0,21.0,14.0,11.0,100.0,0.0,19.0,0.0,2.0,0.0,17.0,0.0,1.0,41.0,38.0,58.0
3723,2022-06-13,chunk2,31.0,45.0,43.0,17.0,48.0,40.0,31.0,84.0,90.0,85.0,19.0,14.0,7.0,46.0,58.0,73.0,5.0,2.0,4.0,31.0,1.0,46.0,0.0,1.0,5.0,2.0,0.0,-11.0,-8.0,22.0,16.0,8.0,43.0,0.0,15.0,0.0,3.0,0.0,13.0,0.0,3.0,41.0,31.0,48.0
3723,2022-06-15,chunk2,39.0,57.0,56.0,24.0,39.0,35.0,47.0,89.0,88.0,79.0,19.0,12.0,6.0,46.0,59.0,78.0,2.0,1.0,3.0,32.0,3.0,32.0,0.0,16.0,2.0,3.0,5.0,-8.0,4.0,22.0,17.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.0,55.0
3723,2022-06-17,chunk2,45.0,54.0,54.0,28.0,40.0,34.0,48.0,80.0,88.0,81.0,13.0,13.0,7.0,47.0,54.0,64.0,8.0,2.0,6.0,26.0,12.0,50.0,0.0,0.0,6.0,7.0,-5.0,-7.0,-1.0,20.0,17.0,5.0,34.0,0.0,20.0,0.0,1.0,0.0,19.0,0.0,1.0,51.0,34.0,51.0
3723,2022-06-18,chunk2,68.0,73.0,67.0,44.0,48.0,35.0,35.0,93.0,89.0,81.0,23.0,12.0,6.0,47.0,59.0,71.0,2.0,1.0,3.0,30.0,9.0,43.0,0.0,17.0,10.0,3.0,-6.0,-8.0,-2.0,23.0,14.0,2.0,23.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,32.0,51.0
3723,2022-06-20,chunk2,36.0,49.0,52.0,41.0,55.0,36.0,34.0,88.0,86.0,82.0,20.0,9.0,6.0,45.0,65.0,76.0,3.0,2.0,4.0,30.0,0.0,42.0,1.0,9.0,4.0,4.0,1.0,-0.0,2.0,20.0,15.0,8.0,85.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,42.0,53.0
3723,2022-06-21,chunk2,34.0,48.0,50.0,28.0,41.0,30.0,47.0,89.0,91.0,82.0,22.0,13.0,7.0,44.0,59.0,74.0,2.0,1.0,2.0,27.0,8.0,55.0,0.0,0.0,10.0,7.0,-5.0,-8.0,3.0,22.0,17.0,8.0,57.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,28.0,53.0
3723,2022-06-22,chunk2,41.0,47.0,46.0,22.0,55.0,32.0,45.0,86.0,87.0,80.0,17.0,13.0,5.0,49.0,60.0,74.0,6.0,1.0,4.0,42.0,14.0,38.0,0.0,11.0,2.0,1.0,0.0,-11.0,-3.0,19.0,16.0,10.0,89.0,0.0,17.0,0.0,2.0,0.0,13.0,0.0,1.0,40.0,38.0,56.0
3723,2022-06-23,chunk2,38.0,48.0,56.0,23.0,45.0,35.0,26.0,85.0,91.0,81.0,23.0,15.0,7.0,40.0,55.0,63.0,4.0,3.0,5.0,32.0,14.0,42.0,0.0,19.0,0.0,3.0,3.0,-6.0,3.0,24.0,16.0,3.0,57.0,18.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,31.0,54.0
3723,2022-06-24,chunk2,42.0,55.0,55.0,25.0,51.0,40.0,25.0,82.0,87.0,79.0,20.0,12.0,7.0,38.0,55.0,64.0,6.0,2.0,7.0,35.0,1.0,46.0,0.0,23.0,4.0,3.0,0.0,-10.0,-2.0,23.0,16.0,7.0,58.0,0.0,18.0,0.0,3.0,0.0,15.0,0.0,3.0,47.0,39.0,55.0
3723,2022-06-25,chunk2,40.0,42.0,49.0,30.0,48.0,54.0,37.0,87.0,86.0,75.0,23.0,11.0,5.0,38.0,54.0,68.0,5.0,2.0,9.0,30.0,2.0,50.0,0.0,0.0,12.0,3.0,-1.0,-2.0,-8.0,19.0,15.0,15.0,57.0,22.0,13.0,2.0,11.0,23.0,14.0,1.0,5.0,35.0,39.0,60.0
3723,2022-06-27,chunk2,40.0,46.0,53.0,23.0,40.0,23.0,31.0,88.0,87.0,82.0,17.0,10.0,6.0,47.0,63.0,78.0,2.0,1.0,4.0,35.0,13.0,33.0,0.0,7.0,1.0,0.0,-2.0,-8.0,1.0,20.0,17.0,11.0,23.0,15.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,37.0,51.0
3723,2022-06-28,chunk2,42.0,60.0,58.0,33.0,40.0,27.0,27.0,86.0,87.0,79.0,20.0,10.0,7.0,42.0,55.0,65.0,4.0,2.0,6.0,34.0,2.0,39.0,0.0,24.0,1.0,1.0,-5.0,5.0,-5.0,23.0,17.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,52.0
3723,2022-06-29,chunk2,33.0,42.0,46.0,15.0,44.0,18.0,24.0,89.0,88.0,81.0,20.0,12.0,7.0,49.0,61.0,74.0,3.0,2.0,3.0,33.0,0.0,52.0,0.0,14.0,5.0,2.0,-6.0,-11.0,-4.0,21.0,14.0,20.0,52.0,0.0,12.0,0.0,9.0,0.0,12.0,0.0,6.0,37.0,36.0,53.0
3723,2022-07-03,chunk2,63.0,66.0,63.0,32.0,61.0,19.0,66.0,89.0,85.0,77.0,19.0,12.0,5.0,46.0,61.0,71.0,3.0,1.0,4.0,33.0,20.0,49.0,0.0,22.0,1.0,1.0,2.0,-11.0,-1.0,21.0,14.0,5.0,28.0,0.0,17.0,0.0,5.0,0.0,12.0,0.0,1.0,35.0,33.0,58.0
3723,2022-07-05,chunk2,38.0,50.0,52.0,20.0,45.0,33.0,26.0,86.0,88.0,77.0,21.0,13.0,4.0,39.0,54.0,70.0,4.0,2.0,5.0,23.0,0.0,35.0,0.0,13.0,5.0,1.0,-9.0,-9.0,6.0,24.0,15.0,10.0,23.0,0.0,21.0,0.0,2.0,0.0,18.0,0.0,1.0,41.0,30.0,57.0
3723,2022-07-07,chunk2,57.0,64.0,50.0,17.0,46.0,24.0,30.0,83.0,89.0,78.0,18.0,11.0,5.0,43.0,56.0,68.0,7.0,3.0,8.0,34.0,8.0,47.0,0.0,8.0,4.0,2.0,2.0,-3.0,-4.0,24.0,17.0,5.0,22.0,0.0,16.0,0.0,4.0,0.0,19.0,0.0,1.0,45.0,33.0,56.0
3723,2022-07-09,chunk2,66.0,68.0,60.0,35.0,49.0,31.0,36.0,81.0,83.0,70.0,19.0,8.0,2.0,41.0,56.0,68.0,7.0,3.0,8.0,32.0,0.0,51.0,0.0,7.0,9.0,5.0,-1.0,-6.0,1.0,22.0,15.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,48.0,62.0
3723,2022-07-11,chunk2,43.0,48.0,56.0,35.0,49.0,15.0,41.0,86.0,90.0,80.0,19.0,12.0,5.0,49.0,61.0,78.0,4.0,1.0,4.0,28.0,11.0,50.0,0.0,0.0,6.0,3.0,-3.0,-5.0,2.0,20.0,17.0,14.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,54.0
3723,2022-07-12,chunk2,51.0,53.0,51.0,46.0,74.0,21.0,31.0,89.0,87.0,82.0,20.0,10.0,6.0,46.0,65.0,74.0,2.0,2.0,4.0,25.0,0.0,36.0,0.0,23.0,1.0,1.0,-6.0,-12.0,2.0,19.0,16.0,7.0,65.0,0.0,19.0,0.0,1.0,0.0,19.0,0.0,1.0,35.0,37.0,53.0
3723,2022-07-13,chunk2,62.0,55.0,56.0,40.0,62.0,27.0,19.0,88.0,87.0,80.0,19.0,10.0,7.0,47.0,66.0,80.0,2.0,2.0,4.0,33.0,0.0,55.0,0.0,4.0,13.0,6.0,1.0,-11.0,-3.0,21.0,17.0,18.0,83.0,22.0,25.0,1.0,1.0,0.0,25.0,0.0,1.0,38.0,39.0,52.0
3723,2022-07-14,chunk2,53.0,54.0,32.0,16.0,51.0,36.0,21.0,90.0,87.0,76.0,18.0,9.0,4.0,43.0,58.0,68.0,4.0,3.0,7.0,33.0,0.0,40.0,0.0,1.0,1.0,1.0,-5.0,-8.0,0.0,20.0,16.0,11.0,25.0,0.0,22.0,0.0,1.0,0.0,19.0,0.0,1.0,37.0,36.0,59.0
3723,2022-07-15,chunk2,56.0,62.0,60.0,33.0,66.0,56.0,40.0,58.0,81.0,78.0,3.0,7.0,6.0,52.0,62.0,74.0,16.0,2.0,5.0,31.0,2.0,42.0,1.0,23.0,6.0,10.0,-2.0,-5.0,0.0,16.0,15.0,8.0,80.0,0.0,15.0,0.0,11.0,0.0,14.0,0.0,11.0,83.0,48.0,58.0
3723,2022-07-16,chunk2,62.0,83.0,81.0,23.0,39.0,14.0,58.0,86.0,81.0,71.0,19.0,9.0,3.0,40.0,54.0,64.0,5.0,3.0,9.0,43.0,10.0,61.0,0.0,14.0,11.0,4.0,-4.0,-10.0,-6.0,21.0,16.0,5.0,10.0,0.0,14.0,0.0,11.0,0.0,14.0,0.0,2.0,44.0,45.0,66.0
3723,2022-07-17,chunk2,63.0,71.0,71.0,21.0,61.0,33.0,40.0,87.0,88.0,74.0,17.0,10.0,2.0,44.0,60.0,77.0,4.0,3.0,5.0,39.0,1.0,52.0,0.0,18.0,7.0,10.0,-7.0,-2.0,0.0,22.0,14.0,5.0,49.0,0.0,15.0,0.0,7.0,0.0,18.0,0.0,2.0,42.0,38.0,61.0
3723,2022-07-18,chunk2,67.0,68.0,61.0,33.0,39.0,22.0,40.0,92.0,88.0,80.0,21.0,10.0,6.0,47.0,64.0,75.0,2.0,1.0,4.0,36.0,5.0,60.0,0.0,5.0,3.0,3.0,-9.0,-7.0,-1.0,23.0,18.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,38.0,54.0
3723,2022-07-19,chunk2,57.0,54.0,50.0,23.0,40.0,44.0,42.0,86.0,90.0,77.0,17.0,12.0,3.0,45.0,57.0,77.0,4.0,2.0,6.0,39.0,12.0,55.0,0.0,8.0,2.0,4.0,-6.0,-9.0,0.0,21.0,14.0,9.0,34.0,0.0,14.0,0.0,17.0,0.0,12.0,0.0,6.0,45.0,32.0,65.0
3723,2022-07-21,chunk2,49.0,54.0,54.0,11.0,23.0,26.0,26.0,89.0,88.0,82.0,19.0,12.0,7.0,44.0,56.0,67.0,4.0,3.0,6.0,42.0,7.0,55.0,0.0,20.0,4.0,2.0,-9.0,-9.0,2.0,22.0,19.0,20.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,39.0,53.0
3723,2022-07-24,chunk2,50.0,49.0,51.0,18.0,33.0,25.0,25.0,88.0,91.0,85.0,21.0,12.0,8.0,44.0,58.0,71.0,3.0,1.0,4.0,32.0,9.0,58.0,0.0,3.0,8.0,4.0,-5.0,-12.0,-2.0,22.0,17.0,32.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,48.0
3723,2022-07-25,chunk2,44.0,53.0,59.0,28.0,33.0,42.0,23.0,92.0,89.0,86.0,23.0,12.0,9.0,45.0,62.0,72.0,2.0,2.0,3.0,32.0,7.0,37.0,0.0,10.0,1.0,0.0,-3.0,-2.0,11.0,23.0,17.0,41.0,62.0,0.0,23.0,0.0,2.0,0.0,22.0,0.0,2.0,31.0,35.0,48.0
3723,2022-07-26,chunk2,50.0,65.0,57.0,27.0,44.0,24.0,20.0,88.0,90.0,80.0,22.0,12.0,7.0,43.0,56.0,72.0,2.0,2.0,5.0,31.0,2.0,46.0,0.0,5.0,1.0,1.0,0.0,-6.0,-2.0,23.0,16.0,22.0,31.0,0.0,17.0,0.0,3.0,0.0,16.0,0.0,1.0,36.0,34.0,55.0
3723,2022-07-27,chunk2,61.0,58.0,65.0,25.0,47.0,21.0,45.0,87.0,88.0,78.0,18.0,11.0,4.0,47.0,62.0,81.0,3.0,1.0,3.0,30.0,7.0,53.0,0.0,22.0,12.0,9.0,-1.0,-14.0,-2.0,21.0,15.0,10.0,39.0,13.0,18.0,1.0,3.0,0.0,19.0,0.0,2.0,41.0,33.0,60.0
3723,2022-07-28,chunk2,35.0,50.0,53.0,16.0,38.0,25.0,24.0,89.0,92.0,81.0,24.0,15.0,7.0,40.0,52.0,64.0,3.0,2.0,7.0,31.0,5.0,68.0,0.0,7.0,2.0,4.0,3.0,-11.0,1.0,25.0,18.0,23.0,80.0,0.0,24.0,0.0,1.0,0.0,25.0,0.0,1.0,34.0,26.0,54.0
